expiry,cleanExpiry,dow,tenor,vTenor,spot,fwd,strike,pcIndicator,volume,openInterest,bidPrice,offerPrice,midPrice,bidImpliedV,offerImpliedV,midImpliedV,criticalSpot
20100116,20100115,F,0.0273972602739726,0.028057869355545814,109.76143348857794,109.69423994856375,95.0,-1.0,410.0,39427.0,0.01,0.02,0.015,0.33719548655708464,0.3659826897617457,0.353329990996279,-1.0
20100116,20100115,F,0.0273972602739726,0.028057869355545814,109.76143348857794,109.69423994856375,96.0,-1.0,0.0,8144.0,0.01,0.02,0.015,0.3151147398492187,0.34236555704263016,0.3303747070153279,-1.0
20100116,20100115,F,0.0273972602739726,0.028057869355545814,109.76143348857794,109.69423994856375,97.0,-1.0,14.0,5138.0,0.01,0.02,0.015,0.29312907863422044,0.3188360431393892,0.30751551398432614,-1.0
20100116,20100115,F,0.0273972602739726,0.028057869355545814,109.76143348857794,109.69423994856375,98.0,-1.0,27.0,12074.0,0.01,0.02,0.015,0.2712226548940925,0.2953811688561085,0.28470612614806096,-1.0
20100116,20100115,F,0.0273972602739726,0.028057869355545814,109.76143348857794,109.69423994856375,99.0,-1.0,368.0,10100.0,0.01,0.03,0.02,0.24937188590264656,0.2876904890870926,0.27199012842699405,-1.0
20100116,20100115,F,0.0273972602739726,0.028057869355545814,109.76143348857794,109.69423994856375,100.0,-1.0,499.0,45221.0,0.03,0.04,0.035,0.26325364650256755,0.2749780488908301,0.26943022828999674,-1.0
20100116,20100115,F,0.0273972602739726,0.028057869355545814,109.76143348857794,109.69423994856375,101.0,-1.0,776.0,7569.0,0.04,0.05,0.045,0.2496381898222326,0.25897389376167884,0.254531574418936,-1.0
20100116,20100115,F,0.0273972602739726,0.028057869355545814,109.76143348857794,109.69423994856375,102.0,-1.0,940.0,12811.0,0.05,0.07,0.060000000000000005,0.23287213850104396,0.24737143869931996,0.24045417199542074,-1.0
20100116,20100115,F,0.0273972602739726,0.028057869355545814,109.76143348857794,109.69423994856375,103.0,-1.0,1632.0,38940.0,0.07,0.09,0.08,0.2198965449101185,0.2312170214634216,0.22576125070039513,-1.0
20100116,20100115,F,0.0273972602739726,0.028057869355545814,109.76143348857794,109.69423994856375,104.0,-1.0,1420.0,10487.0,0.12,0.14,0.13,0.215866032294309,0.22390344981202015,0.21994785873706943,-1.0
20100116,20100115,F,0.0273972602739726,0.028057869355545814,109.76143348857794,109.69423994856375,105.0,-1.0,3183.0,25914.0,0.2,0.23,0.21500000000000002,0.2119135390486764,0.22061728771184588,0.21632183574669656,-1.0
20100116,20100115,F,0.0273972602739726,0.028057869355545814,109.76143348857794,109.69423994856375,106.0,-1.0,1417.0,16575.0,0.32,0.35,0.33499999999999996,0.2072624911824238,0.2139843623680672,0.21066562086449409,-1.0
20100116,20100115,F,0.0273972602739726,0.028057869355545814,109.76143348857794,109.69423994856375,107.0,-1.0,928.0,22832.0,0.51,0.54,0.525,0.20498274869629565,0.21034517001152053,0.20767718241521874,-1.0
20100116,20100115,F,0.0273972602739726,0.028057869355545814,109.76143348857794,109.69423994856375,108.0,-1.0,2297.0,16324.0,0.79,0.83,0.81,0.2043106822476356,0.21039497761037113,0.20734889702637263,-1.0
20100116,20100115,F,0.0273972602739726,0.028057869355545814,109.76143348857794,109.69423994856375,109.0,-1.0,2868.0,8770.0,1.18,1.22,1.2,0.20551797547330153,0.21106427690106086,0.20830188664019575,-1.0
20100116,20100115,F,0.0273972602739726,0.028057869355545814,109.76143348857794,109.69423994856375,110.0,1.0,4842.0,77152.0,1.38,1.41,1.395,0.20820834166126706,0.21228470559911805,0.21021328014608454,-1.0
20100116,20100115,F,0.0273972602739726,0.028057869355545814,109.76143348857794,109.69423994856375,111.0,1.0,3411.0,17931.0,1.01,1.03,1.02,0.21396513608910533,0.21687083485039246,0.2153961314803561,-1.0
20100116,20100115,F,0.0273972602739726,0.028057869355545814,109.76143348857794,109.69423994856375,112.0,1.0,6536.0,43736.0,0.72,0.76,0.74,0.2184826997209788,0.22480851494010534,0.22170422937972709,-1.0
20100116,20100115,F,0.0273972602739726,0.028057869355545814,109.76143348857794,109.69423994856375,113.0,1.0,1208.0,24047.0,0.52,0.53,0.525,0.22586370674251505,0.2276898913598271,0.2267644249201604,-1.0
